安徽,毫无逻辑的剧情走向和人物瞬息万变的丑脸都让人不得不怀疑导演创作时的精神状态🙃中间那段在梵高的星空下花式打拳的画面更是把整片的荒谬程度推向了一个新高潮 笑得俩人一度直不起腰来🤭所谓反转也是意料之中毫无新意 对于无良商贩到鸡汤大师以及抑郁厌世到阖家欢乐的生硬突变只想说呵呵我不信😧从大圣到深海真真是团队审美和叙事能力的断崖式下跌🤨
重庆,这部电影的受众就是我，中间虽然猜到了可能的发展，但真的展现给你的时候还是能让人哭到抽搐，一时半会儿根本缓不过来
上海,很久没看过这么难看的动画大荧幕了…建议被市场淘汰
河南,希望我在崩溃边缘也能有人来救我
上海,"1.28，旅途中抽了一个晚上特意去看。朋友说她看完爆哭，我还特意多带了两包纸巾，结果中途一度昏昏欲睡。特效确实美，但给的太多太满，很快审美疲劳。
总体来说，这个题材导演并没有能把握住。虽然表面看起来故事似乎圆上了，但是非常勉强和浅显。许多人都在说，没有这种经历的人是看不懂这个故事的，然而我这个深刻经历过这种时刻的人看完以后，甚至感受到了一点伤害。肤浅的关心和理解，让整部片子在情节设定上呈现出一种天然的凝视感，表达他们自以为是的痛苦，用他们自以为是的方式和解。他们知道故事的表象，但却从未把其中的逻辑梳理清楚，这也直接导致它的“排外”。
总之，我觉得我们的经历被轻视了，那些痛苦明明很重，明明值得被更好得表达。"
江苏,❶鸡零狗碎；❷叙事效率低下，尤其是深海大饭店登场的部分；❸设定不明；❹结尾强行煽情。
湖南,"一星给美术，制作团队给美工磕一个吧！真的烂，太烂了！！剧情简直依托答辩！感觉是导演想到什么做什么一样，女主爸妈为啥离婚？开头女主妈妈为什么对女主那么冷淡，但是结局还哭喊着要女主回来现实？南河为什么前期那么贪财？后续有为什么不贪财了？整个剧情都完完全全是脱轨的，一点起承转合都没有，不要和我说细节伏笔要重刷，就依托答辩我看一遍还不够吗？他这个剧情根本就是垃圾到恶心我完全不想再看第二眼，纯粹是浪费我的时间。还有关于抑郁的问题，球球高抬贵手放过抑郁症吧。我抑郁想死，正解脱的时候，来个陌生人为了救我死掉，我活了，那我更会再去自杀。
以后审问犯人就放这个吧，他们一定都会招的，什么都会招了。男主建模丑死了，我还以为我是看的恐怖片呢，五官乱飞，还有嗦鞋带yue，恶趣味吐了。"
上海,最有意思的就是 电影院里有几个小孩子看到一半被吓哭了 整个电影除了预告片就能看到的浓郁色彩背景画面不错之外 其他时间画面都很油腻 拥挤 色彩过于丰富 就像冰糖雪梨 一个梨配了10斤糖那么难受 至于剧情 抑郁症和不是抑郁症的看完都沉默了
上海,3D景深、长镜头、水渍…亮点星罗棋布。充盈拍案叫绝视效奇观，千姿百态动画上风淋漓迸现。是出类拔萃美术片，也是杯盘狼藉故事片。只会喊妈妈的“千寻”× 配音不对口型的“大圣”，国漫近来批量生产同款老少配。叙事一片混沌，角色情感互际完全立不住，甚不如《姜子牙》。靠曲终真相强行拔高，类似《少年派》。但李安重视效辅佐剧情，而本作叙事全让位于画面，只落得头晕目眩视觉轰炸。网络热梗也叫人生厌。
上海,前半部分过于令人不适，无论是人物的压抑，还是画面里出现过多的粘液….  餐厅那段戏有点反胃
云南,初时，兴致寥寥，这是千寻、波妞、哈尔、幽灵公主…的变种结合吗？饱和度极高的颜色初看很美很亮眼但容易视觉疲劳。可就在进入中段的一瞬间，像被闪电击中般，突然明白这个故事要表达什么，它隐藏得太深了，恐怕除了真正的抑郁症患者，一部分人要到影片的四分之三处才能明白一二。那大团大团的浓稠色彩和黏腻物像都有了豁然之感，现实与幻境的交叠，戳中了心巴，戳开了泪腺。可是呀，导演呐，如此真挚动人的立意，如此漂亮精致的画面，为什么不能再认真揣摩一下叙述手法？为什么不能将主人公的潜在情感再挖掘细致点呢？你要么往高雅升华突破常规，要么往通俗里增加技巧煽情呀，为什么不上不下就缺了那么一口气…我能哭那是因为深深的身份认同感以及本身是个爱哭鬼。就，惋惜，惋惜得不行。或许又是被审查删改所限？单论动画效果我是给四星半的。
黑龙江,凄惨遭遇脑中幻化神奇旅程的范例不要太多，只是在这个版本里无论技术多炫丽，却始终无法与缺乏同理特质的故事弥合在一起。
黑龙江,"《千与千寻之参宿的奇幻漂流》

先说优点吧：
首先视效绝美，每一帧都能看出花了大钱
特效真是无可挑剔，用钱且用心
其次最后的两个场景很动人
属于煽情煽在了点子上
电影院里抽泣声一片

然而，缺点也同样明显
前期的画面真的太恶心了
克苏鲁风格的海精灵
混合着口水、臭脚和饭菜的场景
我这种毫无洁癖的人都难以容忍

人物方面，塑造的过于单薄
女主全程被推着走
突然就说不害怕也缺失心理过程

最后也是我觉得最严重的一点
就是虽然关注了抑郁症和抑郁症患者
但是传达的思想仍然是“要想开要高兴”
这并不是治疗抑郁症的方法
更不是人们应该对待抑郁症患者的方式

希望人们可以理解抑郁症需要干预与治疗
抑郁症不是心理疾病而是精神疾病
通过正规治疗，治愈率非常高
所以
别再对抑郁症患者说“高兴点”了"
安徽, 我完全没触动，就算看到最后也很疑惑，春节档三部电影我都这样，难道是我出问题了……但还是给真正想做好中国动画的导演们一个小小的建议。不要让剧本服务于画面和特效，不要开大切口，不要大面积浅耕。又看了其他的评论才意识到，导演想表达的抑郁症还是刻板印象层面的，有心理问题最重要的是好好治疗，而不是你自顾自地对人家说一切都会好的。林奕含形容抑郁症就像是失去了眼睛或双腿，是失去了快乐的能力。而导演通篇台词让她坚持，让她微笑。说明并没有真正研究过什么是抑郁症，除了增加大家的刻板印象之外毫无用处。
山东,缝合怪吧…一开始以为是千与千寻，又澡堂又鱼又饭店的。后来以为是周星驰讲不好笑的笑话，再等等以为是少年派的奇幻漂流，还有就是人是扫把星子的时候真共情不了，现在不兴爱蠢废物和没由来的英雄主义了。画面非常好，就是人物不讨喜。还有到底是谁教的玺帝台词法，已经超过出戏的范畴了，多跟大护法学学吧！
湖北,太尴尬了 尴尬到快结尾那段想要中途离场…… 好表面啊好刻意啊好做作啊，故事本来也没有很深，还非得把话说那么明白，就很…恶心诶……本来没多复杂的故事但很多地方人物动机又莫名其妙的。最可怕的是结尾前还强行带观众又重新看了遍电影复盘了一下，有没有搞错啊，生怕大家看不懂这么简单的故事呢，感觉智商被侮辱了。什么家庭问题啊抑郁症啊那些部分提都不想提，大叔+未成年少女的组合我也真的无语……绝美画面确实有，大概是有那么十分钟吧，但根本拉不回来这个拉胯剧情。那些优秀的画面真是被糟蹋了啊（咬牙切齿
内蒙古,画面太美了，无需多言，好的剧本更是锦上添花。精神疾病需要引起重视，抑郁症不是无病呻吟，希望你今后的每一次笑，都是发自内心的。
浙江,2.5 / 并未把新技术简单当作背景板，而是将其作为特殊材质与其他几种传统动画影像并立为不同的叙事空间。因此当人物撕裂内心的银幕时，推动力不是潦草的剧作，而是多种影像中的色彩挣脱再现形象并幻化为粒子的冲势；人物不断被撕扯的面容也不像是情绪的表达，更像是影像边界被扰动的标记。然而这个近乎《双子杀手》×《星之彩》的框架在全片来看并不怎么奏效，太多的时间浪费在俗套的奇幻冒险与干瘪的精神世界推演中，徒留虚张声势罢了。
浙江,《千与千寻》是一次邀请和探寻，而《深海》则是把人强行拽入异世界，倘若故事没有在最后得到翻转和揭示，那么它真的只是在用极度的绚烂换取极度的空洞。主段落“深海大饭店”几乎是纯炫技，因为角色的夸张和单薄，完全无法让我产生认同感，更不用说移情——《姜子牙》《杨戬》亦有此问题，国产动画的技术已经普遍性地压过了情节和人物。面对死亡这件事，《深海》的方式是举重若重，尽管有些用力过猛，但让那痛直抵人心。毫无疑问，春节档绝不是最优选。
上海,看不懂的希望你们永远都不要看懂
湖南,看得出来导演的执念很深 行至中途其实谜底已经全盘托出 但是不能因为画面偏向奇幻就存在明显不合理的时间线和故事线 幻想戏里缺乏一些基本的世界体系建设 海精灵 深海之眼究竟是什么 有什么来龙去脉 绝对不可以一笔带过 已经听到心跳归零的长鸣 最后的“欢迎姐姐回家”完全狗尾续貂不知所云
北京,兔年第一部院线！强烈推荐看IMAX3D版！！之前就听很多朋友推荐过深海的视效，看的时候就怀着高期待去的，依然超出了预期。不仅是技术层面的好，整个影片有非常完整的3D美学。剧情本身和视觉呈现相辅相成，用的是这几年很流行的叙事手法，在奇绝瑰丽的冒险景观背后，其实折射的都是主人公的心灵世界。南河其实就是南柯，从一开始就暗指南柯一梦。但这梦中的历险反而是对孤绝现实的缤纷救赎，其实也是被困于深度抑郁情绪的人的自救之旅。能在大屏幕上看到这样的题材、这样的呈现手法都非常惊喜
广东,就光色彩够我给五星！太绚丽了，和两个小学生一起看，她俩没哭，我一个三十几岁大人哭的一把鼻涕一把泪的……
上海,内核还是千与千寻那套，但比千与千寻差了至少4部玩具总动员。当下尽是追逐外感的刺激，正是这样的异化使得人迷失了爱而陷入深海。
海南,用汹涌搅动的颜料桶很真切生动地展现了抑郁症来袭和褪去时的感受，然而这个病要治愈，可不是靠别人给你一命抵一病啊，然后真正的病灶——那个冷漠的原生家庭——白拣了个现成，却并没有什么成长和改变，看完还挺气的诶……
广东,真棒！！为什么没有六颗星的选项？
重庆,我是国漫狂热份子，但是我无法共情，特效太满了，到了光污染的地步，就像用极致绚烂的色彩填满眼眶来掩盖其他地方的不足，人设跟大圣归来比基本没变化也没进步。不明白为什么主角五官乱飞，四肢乱弹。如果讲喜剧的内核是悲剧，中国奇谈的小猪妖很触动我。如果讲关于抑郁 人生低谷 救赎 重生，我想起一首日文歌，中岛美嘉的《曾经的我也想一了百了》，歌词描绘的场景也很触动我。如果讲绚烂的色彩描绘一个灰暗的故事《被嫌弃的松子》依然很触动我。但是我跟这个电影共情不了。
广东,"画面惊艳又有特色，可惜排片太少，只能在小厅看，如果能看imax或者激光厅啥的应该更好，另外3D效果也很棒，难得，
但是这个叙事是咋回事，超级聒噪，平庸，无聊，哪哪都是车轱辘话，这种普通不是个人审美上觉得普通，而是国产动画片大量的使用同类的叙述方式所造成的客观的普通，
比如，后半的通过反复大喊大叫来突破困局，你能在所有的封神和白蛇传动画里看到相同的桥段，
其实有这么优秀的画面，完全可以放弃叙事，哪怕简简单单的洗眼睛我都看得下去，现在这样，就像吃很美味的烤肉却一定要卷很难吃的生菜，非常难受"
河南,"憋了一个月，还是决定在春节档最后用这部收官。
即便早早听到看到了一些似是而非的评论，还是决定在没有任何提前了解剧情的情况下用本能去感受。
结果，前七八十分钟看得我也做好准备开怼了：什么剧本？！哪来的逻辑？！什么设计？！什么眼花缭乱的绘图上色？！什么乱七八糟啊？！！！
结果最后二十多分钟直接全部颠覆。所有先前的不解全部通透。
不仅仅是因为这是一部送给抑郁症患者的电影，不仅仅是一部送给成人未满的动画，不仅仅是因为将死亡和童话这样的元素搬上了大荧幕，不仅仅是中国动画有了更深刻的思考和呈现。
因为我也经历过妈妈离开过家，经历过自我了断的煎熬，经历过很多人的热潮冷讽，经历过噩梦中所有情景都在挣扎。
我懂。
我明白。"
江苏,煎熬啊，中年猥琐大叔和萝莉的互相治愈吗？情节呢？故事呢？你在讲神马啊～
四川,四星鼓励一下吧，这是一部需要耐心的片子，一部需要忍受孤独与无助的片子。或许是因为删减的原因，世界观的铺垫和人物的塑造都显得十分仓促，很多东西感觉是out of nowhere，叙事也因此变得磕绊和割裂，只有华美绝伦、华彩夺目的水墨粒子特效让观众保持期待——影片的最后半小时会让观众找到原谅这一切的理由，不必将它与《千与千寻》并提，因为世界观其实并不重要（我相信导演是想实现好的），这梦幻的底色是令人窒息的灰暗，斑斓的世界是受伤之后自我流放的乌托邦，故事的落脚点最终是被隐藏起来小女孩的限定视角，和她的心灵旅程，持续的、真心的爱与付出，终于让她愿意拥抱现实、相信世界会温柔以待。这锅鸡汤熬得不如《心灵奇旅》美味，但却比它更加深情，这深情会带来真心的感动，只是，需要些耐心。
江苏,前段男主角真的是令人生厌，全篇没有一个讨喜的角色，看得累且烦躁，可惜了这么绚烂的画面，讲了一个单薄俗套的故事。心情不好的时候独自看的晚场，看完心情更不好了。
安徽,"三星。前两幕甚至前四分之三都是垮掉的，各种目不暇接甚至可以说是狂轰滥炸不节制的奇观制造加上各种运动镜头和3D格式的放映让我甚至想吐。但最后四分之一“补完”演出却把全片都撑了起来，一切都那么恰到好处，且充满着导演的真诚。但如果我们回过头来整体复盘一下，叙事上显然是想整意识流但没整明白。看到最后我get到了导演想要表达的东西但却没有以往意识流作品中get明白的豁然开朗的感觉，仍旧感觉故事是散乱的，哪怕代入导演自己的隐喻系统里也解释不通。粒子水墨运用的不错，色彩上有种打翻调色盘的美感，但在3D的放映格式下这种美感却被削弱，属于水的灵动细腻变成了油腻（字面意义上）；而无节制的视觉奇观更是进一步削弱了粒子水墨多带来的美感。
总体而言，视听还行（如果能节制下更好），叙事问题太大。"
河南,"画面可以

下次别找北京人配音，听着恶心"
广东,前面一些设计好恶心，粘腻的液体，夸张的表情，还有人物特写。一开始进入幻想世界的时候很混乱，人物太多场景嘈杂，看得有些累。最后南河参宿在海上那一段还挺感人的，但是一个儿童版救生圈能撑那么久好神奇。故事较单薄，特效细节做得还是不错的，毛发和皮肤质感值得浅夸一下
日本,"电影后半段虽然把故事圆回来了，无奈前期铺垫过于冗长复杂，给观众增加了很多不必要的观影负担。除此之外，深海大饭店和女主身上的千与千寻+哈尔的移动城堡既视感过于强烈，令人难以忽视。在特效，美术方面确实是国产动画的一大进步，这一点值得肯定。
总体来说是一部瑕掩了瑜的电影。"
福建,"观影过程：
无聊——无聊啊——就这——剧本不行啊——什么？——憋住不能哭——哭了😭"
广东,本来剧情上只值得三颗星。题材受众本身小，更需要强大的情感驱动力和合理性才能让人共情。一个陌生人为抑郁症跳海的女孩死了，女孩就会为这个陌生人产生这么强烈的情感触动而活下去了么？总觉得牵强。反而网传的另一个参宿死去了的版本更让人能共情。剧情里很多笑点也是有点尴尬。但不妨碍它是一部优秀的原创剧情动画，光是画面就能值回票价。至于说隐喻太多，我不认同，剧情还是很好理解的。我承认有许多烂俗的高潮点我还是俗不可耐的泪目了。打四星是因为，希望能多支持这样的电影。为中国电影人的诚意。
海南,期待很高，但电影的重点什么时候变成画面了，不应该先学会讲故事吗？
上海,国漫到底什么时候能放弃这奇怪的画风啊，究竟是从哪里继承的审美啊？到底能不能好好讲故事啊，女孩为什么不可以自救啊？
四川,少年派，千与千寻，小丑。。。都想学但都学不来，想表达的主旨很多，但是只有“发自内心的笑”阐述的比较明确，画面没得说比肩梦工厂和皮克斯，但人物真的不在我的审美上，故事很简单，基本上南河一出场就猜得到结尾，我本来没什么期望，看完跟预计也差不多
北京,画面太美太炫了，但转化成故事有点儿信息量不足，导致前后有割裂感。不过还是很喜欢，不管有没有被迫改稿，能比较直观地呈现×××孩子的××，还是挺震撼的。男主的形象是现代版大圣，我理解也喜欢这种联动，但小女孩的梦魇是失去母爱（虽然重点在失去，在被留下后的孤独，后来演变成怕失去大圣的支撑也在情理之中），如果拯救她的是她自己心中的女性形象，我会更信服。
山东,开头太棒了，情绪、氛围、画面，我一度以为马上就要见证中国最牛的动画诞生。但越往后越拉垮，只有场面，没有情节。就算是弥留时刻的人生走马灯，在剧作上也不能搞成成片这样（要么就搞成纯意识流，放弃那些花花绿绿的动物和笑料）。视觉效果无可挑剔，但放在这么一个薄弱叙事上，让人非常疲惫，观感也像春晚——只有打翻调色盘的舞美，没有真心实意的内容。
湖北,视效真的是一场梦境般的盛宴，色彩斑斓充满想象力，对光影的表达极棒，技术上是国产动画工业的巅峰水准了。如果说这场梦境是抑郁小女孩的濒死想象，那么这些绚烂的特效和剧情也是融合的，记得有个画面是在梵高般的星空背景下，冬季夜空中最亮的参宿四和南河三与天狼星形成了猎户的三角形，这画面就像在点题一样，参宿与南河，这些夜空中最亮的星是宿命感，更是快要从身边消失掉的陌生人的善意。
河北,不知道她回到现实中该如何生活
江苏,情节不行，画面美有什么用？我不如去看手机屏保了
上海,天上的参宿会有人指路，地上的南河却只能入海。越是璀璨越有人关心，越是灰暗越无人在意。果然只有强者才配谈弱小，真正的弱者是会连弱者的名头都被夺走的。小丑终究是小丑，大抵这就是小丑的宿命吧。在导演设计下，小丑生命的全部价值就是让一个不开心的小女孩开心起来，连悲喜都只能葬入大海。这踩在真正可怜人尸骨上呼吁关心不大可怜的人，很符合我对社会的想象。
四川,国产导演是不是只会拍许多几分钟短片然后连起来啊
山西,一开始觉得因为影片前半部分稍微过于强调自己出色的特效制作使得故事背景设定交代不清楚，人物行为动机欠合理，故事情节推动理由不充分，结尾的交代貌似解决了部分问题，但仍觉欠缺，最突出的就是南河这个角色的行为动机和人物个性，且片尾煽情过长。但是即便如此也仍不失为一部不错的、值得推荐的院线电影。影片优点特别突出，大全景的制作绚丽令人惊撼，人物形象细致，几个小片段的减帧处理合理恰当，选择的插曲既好听也能兼顾与故事情节的融合。
湖南,"《深海》无疑是2023春节档最震撼视觉，又充满弥久治愈力的惊喜黑马。

带领观众进入水下奇境，冲破丧与晦的阴霾，迎向明媚灿烂的明日阳光。真幻交错，感动和温暖最终穿越悲伤，泪点水到渠成。

视觉上，田晓鹏导演无愧七年磨剑，把国漫动画电影的特效天花板又抬到新高度——色彩斑斓的水母、游鱼、漩涡，尽显粒子水墨的瑰丽梦幻，IMAX效果尤其突出。而海与天的切换、水流和旋风、浪涛和大雨、“丧气鬼”和南河之船的追逐，又壮丽磅礴。

“丧气鬼”的触须系很克苏鲁风格，废土钢筋的南河之船又很赛博朋克，当然，还有海象、水獭、兔兔这些萌物，画风丰富多元。配乐也极为出彩，烘托情绪到位。

深海的尽头是光，愿光照亮每个孤独的人，消融悲伤，给你最真心的笑容。"
云南,1.引起严重生理不适  2.深海大饭店段落东施效颦  冗长聒噪  哗众取宠  3.剧情凌乱  后半小时单薄  4.看完这么刻意想救赎抑郁的电影只会觉得活着更没有支点  5.唯一可圈可点的是3D有诚意  同时也被恶心和堆得过满的画风反噬  呼应第一点   
上海,国内动画通病，用心做画面，用脚讲故事。单说画面值得去大荧幕观看。
江苏,挺乱的，故事又很简单。最喜欢那句：我们以后还会见面吗？南河默默摇头。还有南河拉着参宿劈开海狂奔那段也很喜欢
上海,不适合春节档，适合出口
北京,堆砌感太重，原创性不足，幻想部分空有技术毫无叙事，要不是最后一幕推一波情绪，真只想给两星。
广东,"不知道这么高的分数是怎么来的，昨天看到还是9.0，今天变成7.3，是观众真实感受迅速拉低吧？
只可惜不能打负分。
上当受骗看《深海》，幼稚不通强忍耐。
全家强忍着坚持看完，边看边恶心。"
黑龙江,已经考虑炫技的画面了，但是故事确实不行，这是什么邮轮待业男青年勇救抑郁症小女孩的剧情……而且是怎么自我救赎的，女孩明明自己什么也没做。哦还有，作为前抑郁症患者，我要是画自己的濒死体验大概只能画出来日本漫画的黑白灰……
江苏,当我们也拍出来携带意识流的电影时，美分会跟你说剧情太弱。随便把这部片子给一个人看，假装告诉他这是千禧年日本动画，他会给你夸到天上去，堪比今敏。
河北,人血馒头吗？找妈妈是主线吗？还是抑郁症呢？主题混乱杂糅，集婚姻、家庭、离婚对孩子的伤害、抑郁、重组家庭对孩子的伤害、重男轻女等等于一体，并没有完整明确的说明任何一条主线。明里暗里还在维护婚姻制度，离婚对孩子造成多大伤害？21世纪了，不反思成年人自己的责任，暗戳戳谴责母亲的无情？抑郁症的定义就是缺爱吗？给一点爱就好了？明明还是在误导大众，电影，先锋艺术，传达的尽是些腐朽思想，好愤怒，观众的眼泪这么好骗吗！
内蒙古,"“在夜空中有两颗恒星，一颗叫参宿四，一颗叫南河三，它们和大犬座的天狼星组成了‘冬季大三角’，天文学家预言参宿四濒临爆炸的边缘，而南河三始终陪在它的身边，十万光年的银河系，亿万个星系，下一秒或许就是永远的别离。”
一个普通人救赎了另一个普通人的故事
支持国漫和孤注一掷的导演
（克苏鲁风格一堆粘液的海精灵有点恶心
有段煽情有点尴尬前半段剧情推进慢
被删减了一部分可能是永远的遗憾了
中国联通的生日祝福很暖）"
浙江,一定要选一个巨幕厅或者IMAX厅观看，视觉做的实在太绚烂了，3D效果也非常好，观影过程中已经数不清感叹了多少句：哇。直到快到结局才意识到上次类似的观影体验是李安的《少年派的奇幻漂流》；整个剧作回头看其实类似一个基于现实主义的绘本故事，影片聚焦于儿童抑郁症题材，把小孩受原生家庭影响而产生的黑灰世界和他所向往的绚丽世界在影片前后做了强烈的视觉对比，那深海到底是什么，在影片中，是海底饭店里热情、友善、充满爱的船员和到达深海之眼依然是五彩缤纷看不到尽头的旋涡，而现实中则是寂静、令人窒息的无尽黑暗；而影片结局就像一次自我救赎。
四川,"3.0,导演太注重反差，依然没有甩脱大圣归来的路径依赖，男主的嘴巴和肢体语言就没有正常过，人设完全崩塌，故事逻辑混乱，除了画面和小动物卖萌一无是处，现在不是1几年国漫没有技术力的时代了，唯有好的故事才能国漫佳作，追光都死多少次了，略显失望的作品。"
北京,沉浸式的体验到了什么是“光污染”，易晕车体质看的时候真的略感痛苦。能感到主创非常非常用心，但确实还需要打磨剧本。
贵州,本次春节档最令我惊喜的电影了。没有反转前一直以为是《千与千寻》式的人类误闯奇幻世界的童话式冒险，结果到最后才发现是一个如此催泪而沉重的现实故事。那些颜料涂抹的五彩斑斓的海底世界，那些魔法与奇幻的背后隐藏的真相。真正理解参宿的遭遇的人，那些也曾做过傻事的人相信会和我一样对这个故事给出最高的评价，并谢谢导演将很多话讲了出来，谢谢你将南河带给了参宿。
北京,纯在大年给人添堵
北京,中间部分的情节填充严重不足，故事立意蛮好的，感觉更适合压缩成一个20多分钟的动画短片
广东,太失望了，国产动画的老毛病。很清晰地感觉到导演在模仿宫崎骏，导演那恨不得每一幕都塞满这五颜六色和丁达尔效应的自我陶醉简直毫无保留，与此同时的是十分糟糕的剧情叙事和场面调度，讲故事的技巧无比刻板和僵化，每一幕的确都是美轮美奂PPT，但这些PPT却跟电影本身几乎毫无关系，一个最简单的故事都讲不清楚，就真的不要拍成快2小时的电影了，电影跟多年前的《大鱼海棠》的糟糕相比有过之而无不及，怀疑隔壁能连续这么多年春节上映的熊出没可能都比这片更好。
浙江,画面好看，但是故事讲得不好。节奏很有问题，逻辑比较乱。后面三十分钟好看，前面一直在炫技。夸张的讲，都有点视觉疲劳了。
内蒙古,压缩到一个半小时正好，煽情部分太刻意说教了，对于抑郁症患者高高在上的态度也令人受不了。不知道为什么把母女故事改成男性。
北京,完整延续了前作里的吵闹、拼贴和过分性的“夸张”呈现，直接淹没了背后的技术创新以及难得一见的“立意”，然后本身已经极度过度的视觉更因为粗糙的全片3D转制让物体层面粗暴粘连在一起，让画面更乱了…
四川,越美越残酷，如果更隐晦点，更少年派一点，更让傻逼评论家看不懂一点，就好了，文章憎命达 魑魅喜人过
黑龙江,我为什么要大初一的来看这么一个全程让人不适的东西（。）
浙江,当我意识到丧气鬼就是抑郁症的那一刻，震撼和幸福感同时袭来，震撼于描述那种被吞没的感觉非常真实，幸福在于我有非常好非常好的朋友。
广西,3D版千与千寻，然而是低配版。也可以说是3D版大鱼海棠（巧了都是与海有关）。华丽的画面加上孱弱的剧情/人设，导演只顾着把自己的白日梦和鸡汤塞进去，完全不考虑情节安排。导演自豪的粒子渲染的水彩油墨效果就是全片唯一的亮点了。国创尚未成功，同志仍需努力。
湖北,很少打一星，但是观影体验很差，看了一半就忍不了了出来了，一开始会觉得漂亮，看多了就审美疲劳，里面所有的生物表情动作都太多了，一直在不停地秀景观，想看他们好好讲个话推动下剧情都难，节奏不会讲吗，没有审美就别做电影，祸害我的眼睛。
广东,过度煽情，人设立不起来，羁绊莫名其妙，创作团队自我感动痕迹明显，关于奇幻的设定也挺无聊，华而不实，还有一些毫无必要令人不适的画面。优点是视效惊人。@深湾万象 | 杜比
山西,这嗑药特效太好看了，好几处看得我起鸡皮疙瘩，震撼一整年。用这种特效讲一个这么小众私人的故事，田导相当可以，爱了。
广东,技术反被技术误，感觉就是好不容易开发出很牛很酷炫的水墨粒子不用白不用，恨不能铺到每一个关键场景里用到满用到尽，以至于电影确实是帧帧壁纸，但故事却被画面喧宾夺主了，而且壁纸看多了也会审美疲劳，观众是来看动画不是来看动态屏保的
湖北,《深海》称得上中国动画的里程碑
山东,20分钟绚丽的画面拯救不了110分钟稀烂的剧情，心疼我的票钱。男主好讨厌，五官乱飞咋咋唬唬，大圣归来看见他都得叹服“还是您猴啊！”只值两星，多一星给画师。
福建,7年的准备可能只供了7分钟写剧本，真的要画面有画面，要剧情有画面，中间漫长的剧情一个笑点都没有，一切都是小女孩的幻想
上海,剧情就像是《海底两万里》+《千与千寻》+《哈尔的移动城堡》+《少年Pi的奇幻漂流》的一个究极缝合版，视觉效果则像是梵高和莫奈生的孩子嗑了药之后做出来的……导演有梦想当然是好的，但是这么拍也太拧巴了……看的时候，一面不断感叹视觉效果太牛了，一面对立意、人物设定和剧情冒出各种问号……
广东,技术上，登峰造极。但是，再次证明在中国电影圈里，地位最低的就是编剧，甚至有大批不会讲故事的导演，觉得编剧很简单，自己就能干了。
四川,人物和故事你好歹占一样啊，能不能有一点逻辑？完全像是技术催生出的剧本。而不是剧本去找的技术
北京,一流的画面，二流的故事。但还算真诚，二流只是能力不足。
江苏,华丽的色彩和高超的技术还是解决不了空洞的内核，大段落的“致敬”千与千寻和哈尔的移动城堡，但却没有把人家讲故事的优点学会。
广东,哎，不能只是搞技术啊
河南,"醒一醒，散场了。我为那五彩斑斓的梦境哭，为奋力冲破火红桎梏而哭，为陷入深海幸遇南河而哭。敢将先进的技术投入敏感小众的题材，敢将作品排在与其内核氛围格格不入的贺岁档，敬佩导演的勇气。再勇敢一些吧。那些辛苦的过程，筋疲力尽的瞬间，都是自己独特命运的长河。感谢自己无数次冲破局限，感谢我的命运有拯救我于火热漩涡的南河，永远要相信，也接受，也坚守。"
山西,一堆堆砌起来没有升华，海底饭店太过冗长，最后强行粘在一起，哭不透彻还噎着，视觉无敌，编剧脑残。
四川,我直接给原画师磕头，3🌟给原画，加1🌟给配音老师们；挺明显的虚实梦境，说不上反转吧，依然是一股硬塞鸡汤的味儿and南河真的好大圣（别营销国漫崛起之类的了，崛起几年了还在崛）导演加油，还是喜欢的💪🏻
湖北,在我这里，深海就是国产动画的里程碑。技术层面已与好莱坞顶级制作匹敌——精致的cg，迷幻的色彩、粒子墨水的独特质感，在IMAX厅里太震撼…不止有“硬件”，田晓鹏出色的导演意识更是画龙点睛，摄影的存在感极强，浅焦摄影表现女孩抑郁的心境，长镜头调度展现深海世界的绚烂，视听体验绝对是动画电影里前所未有的。故事本以为是短板，没想到后30分钟的反转彻底把我击垮，居然是走人物心理，乃至意识流的处理，真高级真大胆，如此小格局，却又如此普世，如此动人——情绪感染力太强，突然地眼泪就止不住。
河北,想笑你就笑，想哭你就大声哭出来。到那个时候，你就再也不用讨好别人，不用为别人活着。9分
广东,《少年派的奇幻漂流》《头脑特工队》《深海》，内心探索如宇宙冒险般惊心动魄。
上海,难看！为什么看到最后会哭？我是被气的一晚上没睡好，剧情大雷，踩到底线也就算了，幻想画面照抄《哈尔的移动城堡》《千与千寻》，真的别去看！
广东,"相比与春节档其他几部大片，这部《深海》是完全个人化的表达。它不是那种大的情感大的故事，关注的是一个小女孩的破碎心灵。这部电影如此温柔，但是它又不像迪士尼那样充满阳光，它是灰色的。

它有一个那么瑰丽幻想的世界，同时又那么现实残酷。"
江苏,打五星是有一点私心在的。故事还有可以完善的地方，很多隐喻也是看了导演的采访才明白其中的深意，比如红卫衣和丧气鬼之间的联系直接从视觉上看是比较难在电影中就勾连起来的。但真的很能感受到导演所想要实现的情感性大于剧情性，当你不再去以批判一切的视角来审视，当你只是沉浸到这个彩虹般的梦中，自责、自我怀疑、愧疚、痛苦都感同身受。正因为极强的隐喻性和诸多隐喻的物像，故事的阐释空间很大，它既可以走向童话，也可以真正成为残酷。但无论哪一种，都非常感谢导演将抑郁症带上了大屏幕。谢谢用这场梦幻般的电影帮助在现实中挣扎的人们完成这一场自我救赎的仪式。
