search URL:,https://patents.google.com/?q=%28%E6%90%9C%E7%B4%A2%29&assignee=%E7%99%BE%E5%BA%A6%E5%9C%A8%E7%BA%BF%E7%BD%91%E7%BB%9C%E6%8A%80%E6%9C%AF%EF%BC%88%E5%8C%97%E4%BA%AC%EF%BC%89%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8&oq=%E6%90%9C%E7%B4%A2
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-104182050-B,头戴式智能设备和具有该头戴式智能设备的投影系统 ,百度在线网络技术（北京）有限公司,"顾嘉唯, 余凯",2014-08-29,2014-08-29,2017-10-31,2017-10-31,https://patents.google.com/patent/CN104182050B/zh,
CN-108021584-A,一种推送信息的方法和装置 ,百度在线网络技术（北京）有限公司,"璧典寒, 赵亮",2016-10-28,2016-10-28,2018-05-11,,https://patents.google.com/patent/CN108021584A/zh,
CN-109558508-B,数据挖掘方法、装置、计算机设备及存储介质 ,百度在线网络技术（北京）有限公司,齐慧,2018-10-22,2018-10-22,2020-06-26,2020-06-26,https://patents.google.com/patent/CN109558508B/zh,https://patentimages.storage.googleapis.com/f1/41/c5/94d75f34e52e98/HDA0001836297020000011.png
CN-110543582-A,基于图像的查询方法和装置 ,百度在线网络技术（北京）有限公司,"张苗, 王群, 杨茗名",2019-08-05,2019-08-05,2019-12-06,,https://patents.google.com/patent/CN110543582A/zh,
CN-104063506-B,重复网页识别方法和装置 ,百度在线网络技术（北京）有限公司,"李羽, 颜俊伟, 李�浩",2014-07-08,2014-07-08,2017-04-12,2017-04-12,https://patents.google.com/patent/CN104063506B/zh,
CN-103324720-A,根据用户状态进行个性化推荐的方法和系统 ,百度在线网络技术（北京）有限公司,"徐倩, 向伟",2013-06-25,2013-06-25,2013-09-25,,https://patents.google.com/patent/CN103324720A/zh,https://patentimages.storage.googleapis.com/3b/6d/1b/2ea2831a37cb60/HDA00003404902200011.png
CN-106557547-A,基于人工智能的提供资讯内容的方法及装置 ,百度在线网络技术（北京）有限公司,"孙晶晶, 乔芳, 张涛, 刘成帅",2016-10-24,2016-10-24,2017-04-05,,https://patents.google.com/patent/CN106557547A/zh,
CN-104023392-B,确定无线接入点的位置的方法和设备 ,百度在线网络技术（北京）有限公司,黄寓凡,2014-06-11,2014-06-11,2017-07-14,2017-07-14,https://patents.google.com/patent/CN104023392B/zh,
CN-103886036-B,一种用于呈现页面的方法和装置 ,百度在线网络技术（北京）有限公司,"张文战, 刘子曜, 曹晓冬, 贾春鑫, 许亚宾",2014-03-06,2014-03-06,2017-12-26,2017-12-26,https://patents.google.com/patent/CN103886036B/zh,
CN-103001889-A,控制终端访问的方法、装置及终端 ,百度在线网络技术（北京）有限公司,刘娟,2012-12-13,2012-12-13,2013-03-27,,https://patents.google.com/patent/CN103001889A/zh,https://patentimages.storage.googleapis.com/16/6b/de/e7b0e4ece8a89c/HDA00002582778100011.png
CN-109145241-B,浏览器及浏览器的内容展现管理方法 ,百度在线网络技术（北京）有限公司,刘俊启,2018-09-30,2018-09-30,2022-05-10,2022-05-10,https://patents.google.com/patent/CN109145241B/zh,https://patentimages.storage.googleapis.com/09/5e/f9/0bc602f99bcdc4/HDA0001819133040000011.png
CN-111125272-B,一种区域特征获取方法、装置、计算机设备及介质 ,百度在线网络技术（北京）有限公司,"杨敬, 杨旭虹, 陈程, 万程",2018-10-31,2018-10-31,2023-07-25,2023-07-25,https://patents.google.com/patent/CN111125272B/zh,
CN-110334941-A,无人物流车调度方法、装置、电子设备和可读存储介质 ,百度在线网络技术（北京）有限公司,"杨凡, 于宁, 陈臣, 柴婉琦",2019-07-01,2019-07-01,2019-10-15,,https://patents.google.com/patent/CN110334941A/zh,
CN-110968690-B,词语的聚类划分方法和装置、设备以及存储介质 ,百度在线网络技术（北京）有限公司,周旭辉,2018-09-30,2018-09-30,2023-05-23,2023-05-23,https://patents.google.com/patent/CN110968690B/zh,https://patentimages.storage.googleapis.com/c7/0c/b0/8ab618e114163c/HDA0001820326340000011.png
CN-110888577-A,字符纠正方法、装置、设备以及存储介质 ,百度在线网络技术（北京）有限公司,"李平, 孙明明, 王鑫, 冯悦, 孟可丰, 乔刚, 王乔飞, 张婧媛",2018-09-10,2018-09-10,2020-03-17,,https://patents.google.com/patent/CN110888577A/zh,https://patentimages.storage.googleapis.com/b7/0d/44/79190ea74d2f38/HDA0001794839420000011.png
CN-103744937-B,一种用于提供建议查询序列的方法与设备 ,百度在线网络技术（北京）有限公司,范中吉,2013-12-31,2013-12-31,2018-03-23,2018-03-23,https://patents.google.com/patent/CN103744937B/zh,
CN-109344327-A,用于生成信息的方法和装置 ,百度在线网络技术（北京）有限公司,徐奋飞,2018-09-21,2018-09-21,2019-02-15,,https://patents.google.com/patent/CN109344327A/zh,
CN-105094362-A,一种中文输入的方法和装置 ,百度在线网络技术（北京）有限公司,蔡贇,2015-06-30,2015-06-30,2015-11-25,,https://patents.google.com/patent/CN105094362A/zh,
CN-110297976-A,基于云检索的推荐方法、装置、设备及可读存储介质 ,百度在线网络技术（北京）有限公司,"白玲, 刘海涛",2019-06-26,2019-06-26,2019-10-01,,https://patents.google.com/patent/CN110297976A/zh,
CN-103631908-B,色情信息的处理方法、信息的处理方法、客户端和服务器 ,百度在线网络技术（北京）有限公司,"彭卫华, 李双龙, 宋健, 黎绍红",2013-11-26,2013-11-26,2017-07-25,2017-07-25,https://patents.google.com/patent/CN103631908B/zh,
CN-106326353-A,一种用于提供呈现信息的方法与设备 ,百度在线网络技术（北京）有限公司,"刘国庆, 贾银芳, 朱延峰, 韩聪, 韩友, 李鹏, 秦首科",2016-08-09,2016-08-09,2017-01-11,,https://patents.google.com/patent/CN106326353A/zh,
CN-104881453-A,一种识别网页类型的方法和装置 ,百度在线网络技术（北京）有限公司,程刚,2015-05-18,2015-05-18,2015-09-02,,https://patents.google.com/patent/CN104881453A/zh,
CN-109033343-B,用于生成信息的方法和装置 ,百度在线网络技术（北京）有限公司,"平善涛, 郝卓琳",2018-07-24,2018-07-24,2023-01-03,2023-01-03,https://patents.google.com/patent/CN109033343B/zh,https://patentimages.storage.googleapis.com/cc/cb/cd/cd37bd25c72f56/HDA0001741259660000011.png
CN-108848161-B,网络信息处理方法、装置、设备及计算机可读存储介质 ,百度在线网络技术（北京）有限公司,刘旭鹏,2018-06-14,2018-06-14,2022-04-12,2022-04-12,https://patents.google.com/patent/CN108848161B/zh,https://patentimages.storage.googleapis.com/60/ae/42/937262921ec51a/HDA0001696367390000011.png
CN-103268326-A,一种个性化的跨语言检索方法及装置 ,百度在线网络技术（北京）有限公司,"何伯磊, 马艳军, 吴华, 王海峰",2013-05-02,2013-05-02,2013-08-28,,https://patents.google.com/patent/CN103268326A/zh,https://patentimages.storage.googleapis.com/fc/fd/2f/e7be12ff2c24b9/HDA00003134426000012.png
CN-110557351-B,用于生成信息的方法和装置 ,百度在线网络技术（北京）有限公司,"郑桦炯, 刘玉娇",2018-05-30,2018-05-30,2022-02-11,2022-02-11,https://patents.google.com/patent/CN110557351B/zh,https://patentimages.storage.googleapis.com/ef/2a/34/1ae551242aafb4/HDA0001678936710000011.png
CN-104035667-B,一种用于展现候选信息的方法和装置 ,百度在线网络技术（北京）有限公司,"宋光进, 李培基",2014-04-30,2014-04-30,2018-02-02,2018-02-02,https://patents.google.com/patent/CN104035667B/zh,
CN-110287435-A,网页展现方法、系统和机器可读存储介质 ,百度在线网络技术（北京）有限公司,"王群, 张苗, 黄圳",2019-05-21,2019-05-21,2019-09-27,,https://patents.google.com/patent/CN110287435A/zh,
CN-110675205-B,基于应用的竞品分析方法、装置及存储介质 ,百度在线网络技术（北京）有限公司,"马宇峰, 王晓元, 叶峻, 沈璠, 余韬",2018-07-03,2018-07-03,2022-11-29,2022-11-29,https://patents.google.com/patent/CN110675205B/zh,https://patentimages.storage.googleapis.com/49/c1/11/0ae06422e21612/HDA0001716729760000011.png
CN-107180058-A,一种用于基于字幕信息进行查询的方法和装置 ,百度在线网络技术（北京）有限公司,刘俊启,2016-03-11,2016-03-11,2017-09-19,,https://patents.google.com/patent/CN107180058A/zh,
CN-103491167-B,地图信息的采集方法、服务器和用户终端 ,百度在线网络技术（北京）有限公司,"熊伟, 陈启文, 尹颂扬",2013-09-22,2013-09-22,2017-10-13,2017-10-13,https://patents.google.com/patent/CN103491167B/zh,
CN-103763372-B,用户生成内容ugc信息的显示及处理的方法和装置 ,百度在线网络技术（北京）有限公司,"唐娴, 顾琛斌, 张蕊, 赵晖, 李宣",2014-01-22,2014-01-22,2017-03-15,2017-03-15,https://patents.google.com/patent/CN103763372B/zh,
CN-103514232-A,一种web站点资源管理方法及装置 ,百度在线网络技术（北京）有限公司,"王正华, 李伟刚, 薛晶晶, 王佳",2012-06-29,2012-06-29,2014-01-15,,https://patents.google.com/patent/CN103514232A/zh,https://patentimages.storage.googleapis.com/bb/da/e3/0a20201cb067f4/HDA00001834102300011.png
CN-113641929-B,页面渲染的方法、装置、电子设备和计算机可读存储介质 ,百度在线网络技术（北京）有限公司,"陈竣虹, 黄川�, 穆瑞强, 陈骁, 韩岱峰, 刘菁菁, 钱思成, 梅旭光, 杨磊",2021-08-12,2021-08-12,2023-08-29,2023-08-29,https://patents.google.com/patent/CN113641929B/zh,
CN-105117389-A,翻译方法和装置 ,百度在线网络技术（北京）有限公司,"李伟, 胡晓光, 蓝翔",2015-07-28,2015-07-28,2015-12-02,,https://patents.google.com/patent/CN105117389A/zh,
CN-111127051-A,多渠道动态归因方法、装置、服务器及存储介质 ,百度在线网络技术（北京）有限公司,"王晓元, 叶峻, 沈璠, 周振宇",2018-10-30,2018-10-30,2020-05-08,,https://patents.google.com/patent/CN111127051A/zh,https://patentimages.storage.googleapis.com/03/03/14/7ce2f392b69949/HDA0001846922800000011.png
CN-109508361-A,用于输出信息的方法和装置 ,百度在线网络技术（北京）有限公司,孙敏琪,2018-11-12,2018-11-12,2019-03-22,,https://patents.google.com/patent/CN109508361A/zh,
CN-111738010-A,用于生成语义匹配模型的方法和装置 ,百度在线网络技术（北京）有限公司,"黄强, 卜建辉, 陈林, 吴伟佳, 谢炜坚",2019-03-20,2019-03-20,2020-10-02,,https://patents.google.com/patent/CN111738010A/zh,https://patentimages.storage.googleapis.com/b9/9f/70/964f20ef7634cd/HDA0002000726370000011.png
CN-105243100-A,地图渲染方法、提供渲染目标信息的方法及装置 ,百度在线网络技术（北京）有限公司,"王哲, 刘业鲁, 胡林铃, 谢艺文",2015-09-17,2015-09-17,2016-01-13,,https://patents.google.com/patent/CN105243100A/zh,
CN-105243106-A,一种用于生成查询结果的方法和装置 ,百度在线网络技术（北京）有限公司,"刘俊启, 穆建荣",2015-09-22,2015-09-22,2016-01-13,,https://patents.google.com/patent/CN105243106A/zh,
CN-109934497-A,餐馆或菜品评价方法、装置、服务器和计算机可读介质 ,百度在线网络技术（北京）有限公司,赵涛涛,2019-03-14,2019-03-14,2019-06-25,,https://patents.google.com/patent/CN109934497A/zh,
CN-105184589-A,信息提供方法和装置 ,百度在线网络技术（北京）有限公司,"宁维宇, 李冰冰, 张宇骢, 侯文�, 王蒙",2015-09-24,2015-09-24,2015-12-23,,https://patents.google.com/patent/CN105184589A/zh,
CN-102902464-B,一种移动终端的解锁方法及装置 ,百度在线网络技术（北京）有限公司,唐虹刚,2012-09-25,2012-09-25,2015-08-05,2015-08-05,https://patents.google.com/patent/CN102902464B/zh,
CN-105183846-A,网页信息的推送方法及装置 ,百度在线网络技术（北京）有限公司,"路华生, 朱延峰, 蒋松",2015-09-07,2015-09-07,2015-12-23,,https://patents.google.com/patent/CN105183846A/zh,
WO-2015188607-A1,实现手语信息和文本信息相互转换的方法和装置 ,百度在线网络技术（北京）有限公司,陈龙,2014-06-09,2014-12-23,2015-12-17,,https://patents.google.com/patent/WO2015188607A1/zh,https://patentimages.storage.googleapis.com/89/22/9e/1481863d2912e0/PCTCN2014094708-appb-300001.png
CN-103699552-A,一种用于对计算机文件进行管理的方法、装置和设备 ,百度在线网络技术（北京）有限公司,袁毛,2012-09-27,2012-09-27,2014-04-02,,https://patents.google.com/patent/CN103699552A/zh,https://patentimages.storage.googleapis.com/64/40/14/f0c1093013ed5d/HDA00002222340900011.png
CN-109710827-A,图片属性管理方法、装置、图片服务端和业务处理端 ,百度在线网络技术（北京）有限公司,"陈佳佳, 徐志军, 朱文飞, 窦平方, 邢鑫, 李升起, 周少波",2018-12-13,2018-12-13,2019-05-03,,https://patents.google.com/patent/CN109710827A/zh,
CN-111353836-A,商品推荐方法、装置及设备 ,百度在线网络技术（北京）有限公司,傅一,2018-12-20,2018-12-20,2020-06-30,,https://patents.google.com/patent/CN111353836A/zh,https://patentimages.storage.googleapis.com/d2/53/c4/1abf71725c6a17/HDA0001913140510000011.png
CN-109582854-A,用于生成信息的方法和装置 ,百度在线网络技术（北京）有限公司,"谢达, 丁卓",2018-12-28,2018-12-28,2019-04-05,,https://patents.google.com/patent/CN109582854A/zh,
CN-111415180-A,资源价值调整方法、装置、服务器及存储介质 ,百度在线网络技术（北京）有限公司,周志强,2019-01-04,2019-01-04,2020-07-14,,https://patents.google.com/patent/CN111415180A/zh,https://patentimages.storage.googleapis.com/24/78/d2/5b8f464821c901/HDA0001936439590000011.png
CN-103530789-A,一种用于确定重点索引词的方法、装置和设备 ,百度在线网络技术（北京）有限公司,"吴梓栋, 宋铭, 徐惠, 余昌远, 徐勇明",2012-07-03,2012-07-03,2014-01-22,,https://patents.google.com/patent/CN103530789A/zh,https://patentimages.storage.googleapis.com/05/eb/4f/bdc0176a113643/HDA00001845474700021.png
CN-103543905-A,语音控制终端的界面的方法及装置 ,百度在线网络技术（北京）有限公司,李婧,2012-07-16,2012-07-16,2014-01-29,,https://patents.google.com/patent/CN103543905A/zh,https://patentimages.storage.googleapis.com/29/29/db/d6881342d9c3a3/HDA00001894269200011.png
CN-105488027-A,关键词的推送方法和装置 ,百度在线网络技术（北京）有限公司,费浩峻,2015-11-30,2015-11-30,2016-04-13,,https://patents.google.com/patent/CN105488027A/zh,
CN-105373310-A,基于用户操作实时更新页面的方法和装置 ,百度在线网络技术（北京）有限公司,"唐瀚, 谭博颖",2015-12-09,2015-12-09,2016-03-02,,https://patents.google.com/patent/CN105373310A/zh,
CN-111597800-A,同义句的获取方法及装置、设备及存储介质 ,百度在线网络技术（北京）有限公司,"刘剑, 甘露, 卜建辉, 吴伟佳",2019-02-19,2019-02-19,2020-08-28,,https://patents.google.com/patent/CN111597800A/zh,https://patentimages.storage.googleapis.com/01/1c/a1/0f38194023d586/HDA0001972409500000011.png
CN-103631795-A,一种在网络设备中对网页进行转换的方法、装置和设备 ,百度在线网络技术（北京）有限公司,白玲,2012-08-22,2012-08-22,2014-03-12,,https://patents.google.com/patent/CN103631795A/zh,https://patentimages.storage.googleapis.com/1e/4a/e6/6b9ec0b9df648f/HDA00002045307000011.png
CN-103685687-A,基于情境感知的语音交互方法和移动终端 ,百度在线网络技术（北京）有限公司,李雪,2012-09-04,2012-09-04,2014-03-26,,https://patents.google.com/patent/CN103685687A/zh,https://patentimages.storage.googleapis.com/7b/ec/d8/769c3ad8985642/HDA00002099001100011.png
CN-103440046-B,日文输入方法及系统 ,百度在线网络技术（北京）有限公司,吴先超,2013-09-02,2013-09-02,2016-06-15,2016-06-15,https://patents.google.com/patent/CN103440046B/zh,
CN-103473290-B,兴趣点的属性数据的处理方法及装置 ,百度在线网络技术（北京）有限公司,殷磊,2013-08-30,2013-08-30,2017-10-31,2017-10-31,https://patents.google.com/patent/CN103473290B/zh,
CN-105739715-A,一种在输入应用中进行信息分享的方法和装置 ,百度在线网络技术（北京）有限公司,蔡贇,2016-01-22,2016-01-22,2016-07-06,,https://patents.google.com/patent/CN105739715A/zh,
CN-107169262-B,推荐塑身方案的方法、装置、设备和计算机存储介质 ,百度在线网络技术（北京）有限公司,"梁领军, 贺凯, 刘晓媛, 王彧博",2017-03-31,2017-03-31,2021-11-23,2021-11-23,https://patents.google.com/patent/CN107169262B/zh,https://patentimages.storage.googleapis.com/bd/18/64/d22e595872c809/HDA0001260618490000011.png
CN-105739717-A,信息输入方法和装置 ,百度在线网络技术（北京）有限公司,"吴少凯, 林道正, 谭凤影, 蔡承寰",2016-01-27,2016-01-27,2016-07-06,,https://patents.google.com/patent/CN105739717A/zh,
CN-103823809-A,一种对查询短语分类的方法、分类优化的方法及其装置 ,百度在线网络技术（北京）有限公司,阮星华,2012-11-16,2012-11-16,2014-05-28,,https://patents.google.com/patent/CN103823809A/zh,https://patentimages.storage.googleapis.com/1b/36/1d/72dc6476776af1/HDA00002418496200011.png
CN-110069691-A,用于处理点击行为数据的方法和装置 ,百度在线网络技术（北京）有限公司,"苏晓东, 刘广",2019-04-29,2019-04-29,2019-07-30,,https://patents.google.com/patent/CN110069691A/zh,
CN-106790336-A,信息的推送方法、推送装置及用于显示信息的方法和装置 ,百度在线网络技术（北京）有限公司,"潘任丹, 李军, 秦川, 石爽",2015-11-25,2015-11-25,2017-05-31,,https://patents.google.com/patent/CN106790336A/zh,
CN-105824951-A,检索方法和装置 ,百度在线网络技术（北京）有限公司,郝运峰,2016-03-23,2016-03-23,2016-08-03,,https://patents.google.com/patent/CN105824951A/zh,
CN-108268506-A,一种推广信息的处理方法、装置、终端及计算机可读存储介质 ,百度在线网络技术（北京）有限公司,"陈敏, 吕显赫, 史须勇, 贾银芳, 贺登武, 韩聪, 秦首科, 朱延峰, 肖湘",2016-12-30,2016-12-30,2018-07-10,,https://patents.google.com/patent/CN108268506A/zh,
CN-112132601-A,广告标题改写方法、装置和存储介质 ,百度在线网络技术（北京）有限公司,"王山雨, 皎魁, 冯豪, 钱立伟, 刘晓春",2019-06-25,2019-06-25,2020-12-25,,https://patents.google.com/patent/CN112132601A/zh,https://patentimages.storage.googleapis.com/fd/8c/70/c30ff2f5f2a4e0/HDA0002107009710000011.png
CN-106933449-B,图标处理方法和装置 ,百度在线网络技术（北京）有限公司,刘海涛,2017-03-10,2017-03-10,2020-06-05,2020-06-05,https://patents.google.com/patent/CN106933449B/zh,https://patentimages.storage.googleapis.com/82/2b/f9/088f12ade5f898/HDA0001242513200000011.png
CN-107783728-B,数据存储方法、装置和设备 ,百度在线网络技术（北京）有限公司,"张丽, 黄川�, 覃安, 齐志宏, 潘晓雷",2016-08-31,2016-08-31,2021-07-23,2021-07-23,https://patents.google.com/patent/CN107783728B/zh,https://patentimages.storage.googleapis.com/17/66/74/5be9225c128aee/HDA0001107123680000011.png
CN-102419773-A,一种用于对资源项进行排序的方法、装置和设备 ,百度在线网络技术（北京）有限公司,"伏晓丽, 张川, 周冀, 王俊杰",2011-12-13,2011-12-13,2012-04-18,,https://patents.google.com/patent/CN102419773A/zh,https://patentimages.storage.googleapis.com/56/48/7f/f34eae7b1609c3/HDA0000119409210000011.png
CN-103514193-A,一种用于确定推广关键词的推广结果信息的方法与设备 ,百度在线网络技术（北京）有限公司,"蔡啸天, 张霄, 徐惠, 余昌远, 徐勇明",2012-06-21,2012-06-21,2014-01-15,,https://patents.google.com/patent/CN103514193A/zh,https://patentimages.storage.googleapis.com/8f/5b/41/3b69db60202fef/HDA00001797759500011.png
CN-103383697-A,确定对象标题的对象表征信息的方法与设备 ,百度在线网络技术（北京）有限公司,"徐兴军, 潘昕婷, 李成洲",2013-06-26,2013-06-26,2013-11-06,,https://patents.google.com/patent/CN103383697A/zh,https://patentimages.storage.googleapis.com/a5/c5/da/ed3004507671ce/HDA00003412029100011.png
CN-108399167-B,网页信息提取方法和装置 ,百度在线网络技术（北京）有限公司,"徐培治, 刘晓春, 秦首科, 马小林, 张泽明, 韩友, 马飞超, 江焱, 闵思文, 游斌",2017-02-04,2017-02-04,2022-04-29,2022-04-29,https://patents.google.com/patent/CN108399167B/zh,https://patentimages.storage.googleapis.com/4c/02/a6/5f503dfa4f028a/HDA0001220419140000011.png
CN-110297575-A,一种页面展现方法、装置、终端设备及存储介质 ,百度在线网络技术（北京）有限公司,刘海涛,2019-06-28,2019-06-28,2019-10-01,,https://patents.google.com/patent/CN110297575A/zh,
CN-103139077-A,扩展IPv6虚拟路由器的方法、系统及装置 ,百度在线网络技术（北京）有限公司,"吴教仁, 刘涛, 刘宁, 张�诚, 傅江",2011-11-28,2011-11-28,2013-06-05,,https://patents.google.com/patent/CN103139077A/zh,https://patentimages.storage.googleapis.com/83/ce/ce/9ce2f6ec10d2e4/HDA0000113437030000011.png
CN-109726329-A,内容推荐方法、装置及设备 ,百度在线网络技术（北京）有限公司,"陈杰, 张玉东, 杨宏生, 冯鑫晖",2018-12-29,2018-12-29,2019-05-07,,https://patents.google.com/patent/CN109726329A/zh,
CN-108363707-B,用于生成网页的方法和装置 ,百度在线网络技术（北京）有限公司,"韩基超, 胡旷, 王存玮",2017-01-26,2017-01-26,2020-01-24,2020-01-24,https://patents.google.com/patent/CN108363707B/zh,https://patentimages.storage.googleapis.com/6d/d7/05/0efb6f797f9ecb/HDA0001219652880000011.png
CN-104572996-A,视频网页的处理方法和装置 ,百度在线网络技术（北京）有限公司,"鲁晓莹, 李进, 刘世戟, 刘鸿宇",2015-01-06,2015-01-06,2015-04-29,,https://patents.google.com/patent/CN104572996A/zh,
CN-104506743-A,一种动态拦截电话的方法及装置 ,百度在线网络技术（北京）有限公司,"罗建鼎, 吴锋, 白凯, 罗云峰, 李军, 靳茵茵, 裴子成, 陈敬林",2014-12-17,2014-12-17,2015-04-08,,https://patents.google.com/patent/CN104506743A/zh,
CN-104166455-A,用于确定目标用户所对应的输入模型的方法与设备 ,百度在线网络技术（北京）有限公司,黄艺华,2013-05-16,2013-05-16,2014-11-26,,https://patents.google.com/patent/CN104166455A/zh,
CN-113127783-B,页面显示方法及装置、设备和介质 ,百度在线网络技术（北京）有限公司,"曹建楠, 曹彬, 毛凌华, 吴萍, 陈竣虹, 王博通, 刘瑞龙",2021-04-27,2021-04-27,2022-06-17,2022-06-17,https://patents.google.com/patent/CN113127783B/zh,https://patentimages.storage.googleapis.com/65/f0/3c/ddd07fd5a3c8bf/HDA0003042268890000011.png
CN-107330079-A,基于人工智能呈现辟谣信息的方法和装置 ,百度在线网络技术（北京）有限公司,"苗轶婵, 黄川�, 白松, 余鑫",2017-06-29,2017-06-29,2017-11-07,,https://patents.google.com/patent/CN107330079A/zh,
CN-103246717-B,基于包含兴趣点信息的空间结构的推送方法及装置 ,百度在线网络技术（北京）有限公司,黄超,2013-04-26,2013-04-26,2019-11-05,2019-11-05,https://patents.google.com/patent/CN103246717B/zh,
CN-105117951-A,一种访客管理方法及装置 ,百度在线网络技术（北京）有限公司,娄文楠,2015-09-16,2015-09-16,2015-12-02,,https://patents.google.com/patent/CN105117951A/zh,
CN-108241699-B,用于推送信息的方法和装置 ,百度在线网络技术（北京）有限公司,"张傲, 孙凯, 鹿增辉",2016-12-26,2016-12-26,2022-03-11,2022-03-11,https://patents.google.com/patent/CN108241699B/zh,https://patentimages.storage.googleapis.com/37/d6/24/b1a6a4a7fd8752/HDA0001192232460000011.png
CN-102629208-A,一种用于确定系统界面的方法、装置和设备 ,百度在线网络技术（北京）有限公司,"韩福红, 李孟冉",2012-03-06,2012-03-06,2012-08-08,,https://patents.google.com/patent/CN102629208A/zh,https://patentimages.storage.googleapis.com/f8/b2/83/023fd17929a315/HDA0000140910870000012.png
CN-107423304-A,检索词分类方法及装置 ,百度在线网络技术（北京）有限公司,马守玉,2016-05-24,2016-05-24,2017-12-01,,https://patents.google.com/patent/CN107423304A/zh,
CN-108205526-A,一种确定综合语义信息的方法与装置 ,百度在线网络技术（北京）有限公司,"吴冬雪, 程涛远, 杨琳琳, 高建忠, 陈鑫, 雷成军",2016-12-20,2016-12-20,2018-06-26,,https://patents.google.com/patent/CN108205526A/zh,
CN-104080046-B,被动签到方法及设备 ,百度在线网络技术（北京）有限公司,卓正兴,2013-03-29,2013-03-29,2019-01-15,2019-01-15,https://patents.google.com/patent/CN104080046B/zh,
CN-107590166-B,一种基于查询内容的数据生成方法及装置 ,百度在线网络技术（北京）有限公司,刘勇,2016-12-20,2016-12-20,2019-02-12,2019-02-12,https://patents.google.com/patent/CN107590166B/zh,
WO-2016011699-A1,一种用于配置浏览器的导航页的方法与装置 ,百度在线网络技术（北京）有限公司,"庞凯, 杨振宗",2014-07-22,2014-08-29,2016-01-28,,https://patents.google.com/patent/WO2016011699A1/zh,https://patentimages.storage.googleapis.com/70/ea/ec/e8cf756c028247/PCTCN2014085614-appb-300001.png
CN-108205545-B,一种为用户提供推荐信息的方法与设备 ,百度在线网络技术（北京）有限公司,"黄际洲, 林馨怡, 王婵娟, 季永志, 李莹",2016-12-16,2016-12-16,2022-06-10,2022-06-10,https://patents.google.com/patent/CN108205545B/zh,https://patentimages.storage.googleapis.com/ee/76/b3/0e27cecc3d35e8/HDA0001183402380000011.png
CN-108241577-A,测试方法和装置 ,百度在线网络技术（北京）有限公司,"曹皓, 张祥, 孟振伟, 齐志宏, 刘利刚, 覃安",2016-12-27,2016-12-27,2018-07-03,,https://patents.google.com/patent/CN108241577A/zh,
CN-108268482-A,信息推送方法、装置以及设备 ,百度在线网络技术（北京）有限公司,"李曙聪, 牛朋涛, 魏炎炎, 伊辉, 阳健",2016-12-30,2016-12-30,2018-07-10,,https://patents.google.com/patent/CN108268482A/zh,
CN-103268191-A,移动终端的解锁方法、装置和移动终端 ,百度在线网络技术（北京）有限公司,陈超超,2013-06-06,2013-06-06,2013-08-28,,https://patents.google.com/patent/CN103268191A/zh,https://patentimages.storage.googleapis.com/01/f2/94/1c8e2eafc399e2/HDA00003312407700011.png
CN-109582900-A,页面加载过滤方法及其装置 ,百度在线网络技术（北京）有限公司,刘俊启,2018-11-14,2018-11-14,2019-04-05,,https://patents.google.com/patent/CN109582900A/zh,
CN-108153785-B,生成展示信息的方法和装置 ,百度在线网络技术（北京）有限公司,"程博, 张霄, 柴琛林",2016-12-06,2016-12-06,2022-04-29,2022-04-29,https://patents.google.com/patent/CN108153785B/zh,https://patentimages.storage.googleapis.com/2d/fb/bc/7fc5b7e348ee6c/HDA0001171970030000011.png
CN-108121741-B,网站质量评估方法及装置 ,百度在线网络技术（北京）有限公司,"柴琛林, 张霄, 朱仕亮",2016-11-30,2016-11-30,2021-12-28,2021-12-28,https://patents.google.com/patent/CN108121741B/zh,https://patentimages.storage.googleapis.com/99/df/22/8bd92f9c219786/HDA0001167192890000011.png
CN-103344247-A,多客户端的导航方法及装置 ,百度在线网络技术（北京）有限公司,郑映锋,2013-06-25,2013-06-25,2013-10-09,,https://patents.google.com/patent/CN103344247A/zh,https://patentimages.storage.googleapis.com/9c/a3/2e/ec979cef576928/HDA00003404035000011.png
CN-108089870-B,用于修复应用的方法和装置 ,百度在线网络技术（北京）有限公司,"张鸿洋, 牛禹, 党海涛, 杜杰, 曹昕",2016-11-21,2016-11-21,2022-01-21,2022-01-21,https://patents.google.com/patent/CN108089870B/zh,https://patentimages.storage.googleapis.com/2f/2f/eb/24d6aea6ce66e5/HDA0001157280750000011.png
WO-2018188352-A1,资源平衡性的确定方法、装置、设备以及存储介质 ,百度在线网络技术（北京）有限公司,"黄平, 李升起",2017-04-13,2017-11-30,2018-10-18,,https://patents.google.com/patent/WO2018188352A1/zh,https://patentimages.storage.googleapis.com/a9/f7/e8/e2d7b2dd05ac6d/PCTCN2017113773-appb-300001.png
CN-103077238-B,电子文档的提供方法、系统、母书服务器及子书客户端 ,百度在线网络技术（北京）有限公司,詹君,2013-01-09,2013-01-09,2017-04-05,2017-04-05,https://patents.google.com/patent/CN103077238B/zh,
